Tipo de centro de salud;Provincia;Canton;Parroquia;Distrito;Circuito;Centro de salud;Numero de Centros de Salud;Numero de Tipos de Centros;Latitud;Longitud
CENTRO DE SALUD;ESMERALDAS;QUININDE;CUBE;QUININDE;CUBE;CHUCAPLE;1;1;0.560601;-79.559374
CENTRO DE SALUD;ESMERALDAS;QUININDE;CUBE;QUININDE;CUBE;CUBE;1;1;0.581577;-79.638082
CENTRO DE SALUD;ESMERALDAS;QUININDE;CUBE;QUININDE;CUBE;LA Y DE LA LAGUNA;1;1;0.386038;-79.637932
CENTRO DE SALUD;ESMERALDAS;QUININDE;LA UNION;QUININDE;LA UNION;PLAYA DEL MUERTO;1;1;0.145959;-79.558279
CENTRO DE SALUD;ESMERALDAS;QUININDE;LA UNION;QUININDE;LA UNION;UNION DE QUININDE;1;1;0.139256;-79.403528
CENTRO DE SALUD;ESMERALDAS;QUININDE;MALIMPIA;QUININDE;MALIMPIA;CRISTOBAL COLON;1;1;0.453858;-79.159838
CENTRO DE SALUD;ESMERALDAS;QUININDE;MALIMPIA;QUININDE;MALIMPIA;"LA ""T""";1;1;0.421982;-79.195309
CENTRO DE SALUD;ESMERALDAS;QUININDE;MALIMPIA;QUININDE;MALIMPIA;MALIMPIA;1;1;0.417402;-79.426488
CENTRO DE SALUD;ESMERALDAS;QUININDE;MALIMPIA;QUININDE;MALIMPIA;NARANJAL DE CANANDE;1;1;0.447616;-79.298524
CENTRO DE SALUD;ESMERALDAS;QUININDE;MALIMPIA;QUININDE;MALIMPIA;VALLE DEL SADE;1;1;0.525009;-79.335452
CENTRO DE SALUD;ESMERALDAS;QUININDE;MALIMPIA;QUININDE;MALIMPIA;ZAPALLO;1;1;0.417626;-79.245594
CENTRO DE SALUD;ESMERALDAS;QUININDE;ROSA ZARATE (QUININDE);QUININDE;ROSA ZARATE (QUININDE);BOCANA DEL BUA;1;1;-0.017221;-79.599744
CENTRO DE SALUD;ESMERALDAS;QUININDE;ROSA ZARATE (QUININDE);QUININDE;ROSA ZARATE (QUININDE);CUPA;1;1;0.376309;-79.488573
CENTRO DE SALUD;ESMERALDAS;QUININDE;ROSA ZARATE (QUININDE);QUININDE;ROSA ZARATE (QUININDE);LA INDEPENDENCIA;1;1;0.0419;-79.406685
CENTRO DE SALUD;ESMERALDAS;QUININDE;ROSA ZARATE (QUININDE);QUININDE;ROSA ZARATE (QUININDE);LA MARUJITA;1;1;0.228944;-79.410311
CENTRO DE SALUD;ESMERALDAS;QUININDE;ROSA ZARATE (QUININDE);QUININDE;ROSA ZARATE (QUININDE);SIMON BOLIVAR LA SEXTA;1;1;0.305542;-79.272366
CENTRO DE SALUD;ESMERALDAS;QUININDE;ROSA ZARATE (QUININDE);QUININDE;ROSA ZARATE (QUININDE);UNION Y PROGRESO LA 5TA;1;1;0.289469;-79.311426
CENTRO DE SALUD;ESMERALDAS;QUININDE;VICHE;QUININDE;VICHE-CHURA (CHANCAMA) (CAB. EN EL YERBERO);VICHE;1;1;0.658772;-79.539034
CENTRO DE SALUD;ESMERALDAS;RIOVERDE;CHONTADURO;RIO VERDE;CHONTADURO-CHUMUNDE-RIOVERDE;CHONTADURO;1;1;0.933846;-79.43271
CENTRO DE SALUD;ESMERALDAS;RIOVERDE;CHUMUNDE;RIO VERDE;CHONTADURO-CHUMUNDE-RIOVERDE;CHUMUNDE;1;1;0.83385;-79.416176
CENTRO DE SALUD;ESMERALDAS;RIOVERDE;LAGARTO;RIO VERDE;MONTALVO (CAB EN HORQUETA)-LAGARTO-ROCAFUERTE;LAGARTO;1;1;1.048096;-79.277161
CENTRO DE SALUD;ESMERALDAS;RIOVERDE;MONTALVO (CAB EN HORQUETA);RIO VERDE;MONTALVO (CAB EN HORQUETA)-LAGARTO-ROCAFUERTE;MONTALVO;1;1;1.054056;-79.310103
CENTRO DE SALUD;ESMERALDAS;RIOVERDE;RIOVERDE;RIO VERDE;CHONTADURO-CHUMUNDE-RIOVERDE;RIOVERDE 24 H.S.;1;1;1.076503869;-79.40960249
CENTRO DE SALUD;ESMERALDAS;RIOVERDE;ROCAFUERTE;RIO VERDE;MONTALVO (CAB EN HORQUETA)-LAGARTO-ROCAFUERTE;ROCAFUERTE;1;1;1.068243;-79.373068
CENTRO DE SALUD;ESMERALDAS;SAN LORENZO;ALTO TAMBO (CAB EN GUADUAL);SAN LORENZO;CONCEPCION-SAN JAVIER DE CACHAVI-URBINA-ALTO TAMBO (CAB EN GUADUAL)-5 DE JUNIO (CAB EN UIMBI);ALTO TAMBO;1;1;0.917902;-78.540864
CENTRO DE SALUD;ESMERALDAS;SAN LORENZO;ANCON (PICHANGAL) (CAB. EN PALMA REAL);SAN LORENZO;MATAJE (CAB EN SANTANDER)-SAN LORENZO-ANCON (PICHANGAL) (CAB. EN PALMA REAL);PALMA REAL  ANCON;1;1;1.445067052;-78.86052127
CENTRO DE SALUD;ESMERALDAS;SAN LORENZO;CARONDELET;SAN LORENZO;CARONDELET-CALDERON-TULULBI  (CAB EN RICAURTE)-SANTA RITA;CALDERON;1;1;1.182478;-78.761905
CENTRO DE SALUD;ESMERALDAS;SAN LORENZO;CARONDELET;SAN LORENZO;CARONDELET-CALDERON-TULULBI  (CAB EN RICAURTE)-SANTA RITA;CARONDELET;1;1;1.128804;-78.759935
CENTRO DE SALUD;ESMERALDAS;SAN LORENZO;CONCEPCION;SAN LORENZO;CONCEPCION-SAN JAVIER DE CACHAVI-URBINA-ALTO TAMBO (CAB EN GUADUAL)-5 DE JUNIO (CAB EN UIMBI);MALDONADO;1;1;1.072434;-78.906713
CENTRO DE SALUD;ESMERALDAS;SAN LORENZO;CONCEPCION;SAN LORENZO;CONCEPCION-SAN JAVIER DE CACHAVI-URBINA-ALTO TAMBO (CAB EN GUADUAL)-5 DE JUNIO (CAB EN UIMBI);CONCEPCION;1;1;1.040908;-78.827756
CENTRO DE SALUD;ESMERALDAS;SAN LORENZO;MATAJE (CAB. EN SANTANDER);SAN LORENZO;MATAJE (CAB EN SANTANDER)-SAN LORENZO-ANCON (PICHANGAL) (CAB. EN PALMA REAL);MATAJE;1;1;1.359203563;-78.71154261
CENTRO DE SALUD;ESMERALDAS;SAN LORENZO;SAN JAVIER DE CACHAVI (CAB. EN SAN JAVIER);SAN LORENZO;CONCEPCION-SAN JAVIER DE CACHAVI-URBINA-ALTO TAMBO (CAB EN GUADUAL)-5 DE JUNIO (CAB EN UIMBI);SAN JAVIER;1;1;1.069582;-78.773505
CENTRO DE SALUD;ESMERALDAS;SAN LORENZO;SAN LORENZO;SAN LORENZO;MATAJE (CAB EN SANTANDER)-SAN LORENZO-ANCON (PICHANGAL) (CAB. EN PALMA REAL);PATRONATO MUNICIPAL MARGARITA GARCES;1;1;1.286432;-78.833075
CENTRO DE SALUD;ESMERALDAS;SAN LORENZO;SAN LORENZO;SAN LORENZO;MATAJE (CAB EN SANTANDER)-SAN LORENZO-ANCON (PICHANGAL) (CAB. EN PALMA REAL);U.A.A. SAN LORENZO;1;1;1.283161;-78.835628
CENTRO DE SALUD;ESMERALDAS;SAN LORENZO;SANTA RITA;SAN LORENZO;CARONDELET-CALDERON-TULULBI  (CAB EN RICAURTE)-SANTA RITA;SAN FRANCISCO DE  BOGOTA;1;1;1.094253;-78.701008
CENTRO DE SALUD;ESMERALDAS;SAN LORENZO;SANTA RITA;SAN LORENZO;CARONDELET-CALDERON-TULULBI  (CAB EN RICAURTE)-SANTA RITA;SANTA  RITA;1;1;1.103355;-78.723804
CENTRO DE SALUD;ESMERALDAS;SAN LORENZO;TULULBI (CAB. EN RICAURTE);SAN LORENZO;CARONDELET-CALDERON-TULULBI  (CAB EN RICAURTE)-SANTA RITA;RICAURTE;1;1;1.180606;-78.726887
CENTRO DE SALUD;ESMERALDAS;SAN LORENZO;URBINA;SAN LORENZO;CONCEPCION-SAN JAVIER DE CACHAVI-URBINA-ALTO TAMBO (CAB EN GUADUAL)-5 DE JUNIO (CAB EN UIMBI);URBINA;1;1;1.042284;-78.766789
CENTRO DE SALUD;GUAYAS;ALFREDO BAQUERIZO MORENO;ALFREDO BAQUERIZO MORENO (JUJAN);ALFREDO BAQUERIZO MORENO-SIMON BOLIVAR;ALFREDO BAQUERIZO MORENO (JUJAN);SAN AGUSTIN;1;1;-1.890460411;-79.56016221
CENTRO DE SALUD;GUAYAS;ALFREDO BAQUERIZO MORENO;ALFREDO BAQUERIZO MORENO (JUJAN);ALFREDO BAQUERIZO MORENO-SIMON BOLIVAR;ALFREDO BAQUERIZO MORENO (JUJAN);ALFREDO BAQUERIZO MORENO;1;1;-1.89204;-79.555111
CENTRO DE SALUD;GUAYAS;ALFREDO BAQUERIZO MORENO;ALFREDO BAQUERIZO MORENO (JUJAN);ALFREDO BAQUERIZO MORENO-SIMON BOLIVAR;ALFREDO BAQUERIZO MORENO (JUJAN);LIBERTAD DE NAUZA;1;1;-1.945179;-79.601145
CENTRO DE SALUD;GUAYAS;BALAO;BALAO;BALAO-NARANJAL;BALAO;ABDON CALDERON;1;1;-2.900443;-79.615061
CENTRO DE SALUD;GUAYAS;BALAO;BALAO;BALAO-NARANJAL;BALAO;BALAO;1;1;-2.90985;-79.813285
CENTRO DE SALUD;GUAYAS;BALAO;BALAO;BALAO-NARANJAL;BALAO;CIEN FAMILIAS;1;1;-2.826104;-79.705929
CENTRO DE SALUD;GUAYAS;BALZAR;BALZAR;BALZAR-COLIMES-PALESTINA;BALZAR;CERRITOS;1;1;-1.470801;-79.92309
CENTRO DE SALUD;GUAYAS;BALZAR;BALZAR;BALZAR-COLIMES-PALESTINA;BALZAR;LA GUAYAQUIL;1;1;-1.186263;-79.755439
CENTRO DE SALUD;GUAYAS;BALZAR;BALZAR;BALZAR-COLIMES-PALESTINA;BALZAR;LOS CHONEROS;1;1;-1.133466;-79.840762
CENTRO DE SALUD;GUAYAS;BALZAR;BALZAR;BALZAR-COLIMES-PALESTINA;BALZAR;SAN JACINTO DE BALZAR;1;1;-1.36132;-79.898901
CENTRO DE SALUD;GUAYAS;BALZAR;BALZAR;BALZAR-COLIMES-PALESTINA;BALZAR;U.A.A. BALZAR;1;1;-1.369736;-79.906878
CENTRO DE SALUD;GUAYAS;COLIMES;COLIMES;BALZAR-COLIMES-PALESTINA;COLIMES;COLIMES;1;1;-1.543635;-80.010818
CENTRO DE SALUD;GUAYAS;COLIMES;SAN JACINTO;BALZAR-COLIMES-PALESTINA;SAN JACINTO;SAN JACINTO DE COLIMES;1;1;-1.620129;-79.99808
CENTRO DE SALUD;GUAYAS;CRNEL. MARCELINO MARIDUENIA;CORONEL MARCELINO MARIDUENIA (SAN CARLOS);NARANJITO-CORONEL MARCELINO MARIDUENIA;CRNEL. MARCELINO MARIDUENIA (SAN CARLOS);LA ISLA;1;1;-2.200727;-79.287286
CENTRO DE SALUD;GUAYAS;CRNEL. MARCELINO MARIDUENIA;CORONEL MARCELINO MARIDUENIA (SAN CARLOS);NARANJITO-CORONEL MARCELINO MARIDUENIA;CRNEL. MARCELINO MARIDUENIA (SAN CARLOS);BARRAGANETAL;1;1;-2.211078;-79.438904
CENTRO DE SALUD;GUAYAS;DAULE;DAULE;DAULE-NOBOL-SANTA LUCIA;DAULE;GUARUMAL;1;1;-1.829785;-79.93542
CENTRO DE SALUD;GUAYAS;DAULE;DAULE;DAULE-NOBOL-SANTA LUCIA;DAULE;U.A.A. DAULE;1;1;-1.869077;-79.977406
CENTRO DE SALUD;GUAYAS;DAULE;JUAN BAUTISTA AGUIRRE (LOS TINTOS);DAULE-NOBOL-SANTA LUCIA;JUAN BAUTISTA AGUIRRE (LOS TINTOS);JUAN BAUTISTA AGUIRRE;1;1;-1.876848;-79.861935
CENTRO DE SALUD;GUAYAS;DAULE;LAUREL;DAULE-NOBOL-SANTA LUCIA;LIMONAL-LAUREL;LAUREL;1;1;-1.788899;-79.905805
CENTRO DE SALUD;GUAYAS;DAULE;LAUREL;DAULE-NOBOL-SANTA LUCIA;LIMONAL-LAUREL;YURIMA;1;1;-1.806955;-79.922191
CENTRO DE SALUD;GUAYAS;DAULE;LIMONAL;DAULE-NOBOL-SANTA LUCIA;LIMONAL-LAUREL;LIMONAL;1;1;-1.794358;-80.007843
CENTRO DE SALUD;GUAYAS;DAULE;LOS LOJAS (ENRIQUE BAQUERIZO MORENO);DAULE-NOBOL-SANTA LUCIA;LOS LOJAS (ENRIQUE BAQUERIZO MORENO);LAS LOJAS;1;1;-2.013596;-79.941383
CENTRO DE SALUD;GUAYAS;DURAN;ELOY ALFARO (DURAN);DURAN;ELOY ALFARO (DURAN);ABEL GILBERT PONTON;1;1;-2.160746;-79.836535
CENTRO DE SALUD;GUAYAS;DURAN;ELOY ALFARO (DURAN);DURAN;ELOY ALFARO (DURAN);CERRO REDONDO;1;1;-2.160213;-79.82553
CENTRO DE SALUD;GUAYAS;DURAN;ELOY ALFARO (DURAN);DURAN;ELOY ALFARO (DURAN);DURAN;1;1;-2.168433;-79.84651
CENTRO DE SALUD;GUAYAS;DURAN;ELOY ALFARO (DURAN);DURAN;ELOY ALFARO (DURAN);DURAN II;1;1;-2.155983;-79.830182
CENTRO DE SALUD;GUAYAS;DURAN;ELOY ALFARO (DURAN);DURAN;ELOY ALFARO (DURAN);EL RECREO I;1;1;-2.162267;-79.793125
CENTRO DE SALUD;GUAYAS;DURAN;ELOY ALFARO (DURAN);DURAN;ELOY ALFARO (DURAN);EL RECREO II;1;1;-2.173168;-79.805937
CENTRO DE SALUD;GUAYAS;DURAN;ELOY ALFARO (DURAN);DURAN;ELOY ALFARO (DURAN);MATERNO INFANTIL ALFONSO ORAMAS - 24 HD;1;1;-2.173602;-79.828352
CENTRO DE SALUD;GUAYAS;DURAN;ELOY ALFARO (DURAN);DURAN;ELOY ALFARO (DURAN);PEDRO MENEDEZ GILBERT;1;1;-2.168098;-79.833994
CENTRO DE SALUD;GUAYAS;DURAN;ELOY ALFARO (DURAN);DURAN;ELOY ALFARO (DURAN);PRIMAVERA II;1;1;-2.176816;-79.843716
CENTRO DE SALUD;GUAYAS;EMPALME;GUAYAS (PUEBLO NUEVO);EL EMPALME;GUAYAS (PUEBLO NUEVO);LA GUAYAS;1;1;-0.980955;-79.572055
CENTRO DE SALUD;GUAYAS;EMPALME;VELASCO IBARRA (CAB. EL EMPALME);EL EMPALME;VELASCO IBARRA (CAB. EL EMPALME);EL LIMON;1;1;-1.034989;-79.660647
CENTRO DE SALUD;GUAYAS;EMPALME;VELASCO IBARRA (CAB. EL EMPALME);EL EMPALME;VELASCO IBARRA (CAB. EL EMPALME);U.A.A. EL EMPALME;1;1;-1.052183;-79.639622
CENTRO DE SALUD;GUAYAS;GNRAL. ANTONIO ELIZALDE;GRAL. ANTONIO ELIZALDE (BUCAY);EL TRIUNFO-GENERAL ANTONIO ELIZALDE;GRAL. ANTONIO ELIZALDE (BUCAY);BUCAY (GRAL. ANTONIO ELIZALDE);1;1;-2.202583;-79.138805
CENTRO DE SALUD;GUAYAS;GNRAL. ANTONIO ELIZALDE;GRAL. ANTONIO ELIZALDE (BUCAY);EL TRIUNFO-GENERAL ANTONIO ELIZALDE;GRAL. ANTONIO ELIZALDE (BUCAY);PRIMAVERA;1;1;-2.105551;-79.241047
CENTRO DE SALUD;GUAYAS;GNRAL. ANTONIO ELIZALDE;GRAL. ANTONIO ELIZALDE (BUCAY);EL TRIUNFO-GENERAL ANTONIO ELIZALDE;GRAL. ANTONIO ELIZALDE (BUCAY);U.A.A. BUCAY;1;1;-2.201117;-79.145773
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;FEBRES CORDERO;GUAYAQUIL- EL CISNE;CENTRO DE SALUD CISNE II;1;1;-2.22162;-79.918547
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;FEBRES CORDERO;GUAYAQUIL- EL CISNE;COLMENA;1;1;-2.230455;-79.92719
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;FEBRES CORDERO;GUAYAQUIL- EL CISNE;HUERFANITOS;1;1;-2.222757;-79.926836
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;FEBRES CORDERO;GUAYAQUIL- EL CISNE;INDIO GUAYAS;1;1;-2.218715;-79.928889
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;FEBRES CORDERO;GUAYAQUIL-BATALLON DEL SUBURBIO;SAN JOSE;1;1;-2.214063;-79.938451
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;FEBRES CORDERO;GUAYAQUIL-CHALA;CENTRO DE SALUD N. 6;1;1;-2.201553288;-79.91723925
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;FEBRES CORDERO;GUAYAQUIL-CHALA;TRINITARIA 2;1;1;-2.204271;-79.91936
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;FEBRES CORDERO;GUAYAQUIL-PORTETE;CENTRO DE SALUD N. 8;1;1;-2.19514;-79.925409
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;FEBRES CORDERO;GUAYAQUIL-PORTETE;CENTRO DE SALUD N. 11;1;1;-2.203048;-79.941085
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;FEBRES CORDERO;GUAYAQUIL-SALINAS;CENTRO DE SALUD N. 13;1;1;-2.199057;-79.914139
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;FEBRES CORDERO;GUAYAQUIL-SUBURBIO;MARISCAL SUCRE;1;1;-2.233616;-79.94492
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;FEBRES CORDERO;GUAYAQUIL-SUBURBIO;28 DE FEBRERO;1;1;-2.229306;-79.93907
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;FEBRES CORDERO;GUAYAQUIL-SUBURBIO;HEROES DEL 41;1;1;-2.232454;-79.939409
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;FEBRES CORDERO;GUAYAQUIL-SUBURBIO;LA LAGUNA;1;1;-2.227934;-79.943648
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;FEBRES CORDERO;GUAYAQUIL-SUBURBIO;SAN FCO. DE ASIS;1;1;-2.223559;-79.934623
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;GARCIA MORENO-LETAMENDI-AYACUCHO-OLMEDO-BOLIVAR-SUCRE-URDANETA-9 DE OCTUBRE-ROCAFUERTE-PEDRO CARBO-ROCA;GUAYAQUIL- CHILE;C.A.A. LETAMENDI GUAYAQUIL;1;1;-2.206365;-79.888984
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;GARCIA MORENO-LETAMENDI-AYACUCHO-OLMEDO-BOLIVAR-SUCRE-URDANETA-9 DE OCTUBRE-ROCAFUERTE-PEDRO CARBO-ROCA;GUAYAQUIL- CHILE;CENTRO DE SALUD CONT.DE ENF.TRANSM.SEXUAL 1;1;1;-2.202349;-79.888223
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;GARCIA MORENO-LETAMENDI-AYACUCHO-OLMEDO-BOLIVAR-SUCRE-URDANETA-9 DE OCTUBRE-ROCAFUERTE-PEDRO CARBO-ROCA;GUAYAQUIL- CHILE;CENTRO DE SALUD DERMATOLOGICO;1;1;-2.202685;-79.890452
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;GARCIA MORENO-LETAMENDI-AYACUCHO-OLMEDO-BOLIVAR-SUCRE-URDANETA-9 DE OCTUBRE-ROCAFUERTE-PEDRO CARBO-ROCA;GUAYAQUIL- CHILE;CENTRO DE SALUD N. 4;1;1;-2.202664;-79.887161
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;GARCIA MORENO-LETAMENDI-AYACUCHO-OLMEDO-BOLIVAR-SUCRE-URDANETA-9 DE OCTUBRE-ROCAFUERTE-PEDRO CARBO-ROCA;GUAYAQUIL- VICTORIA;C.A.A. CENTRAL GUAYAQUIL;1;1;-2.198644;-79.88159
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;GARCIA MORENO-LETAMENDI-AYACUCHO-OLMEDO-BOLIVAR-SUCRE-URDANETA-9 DE OCTUBRE-ROCAFUERTE-PEDRO CARBO-ROCA;GUAYAQUIL-9 DE OCTUBRE;CENTRO DE SALUD N. 1;1;1;-2.183838;-79.883246
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;GARCIA MORENO-LETAMENDI-AYACUCHO-OLMEDO-BOLIVAR-SUCRE-URDANETA-9 DE OCTUBRE-ROCAFUERTE-PEDRO CARBO-ROCA;GUAYAQUIL-ANTEPARA;BARRIO LINDO;1;1;-2.20954;-79.913367
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;GARCIA MORENO-LETAMENDI-AYACUCHO-OLMEDO-BOLIVAR-SUCRE-URDANETA-9 DE OCTUBRE-ROCAFUERTE-PEDRO CARBO-ROCA;GUAYAQUIL-ANTEPARA;CENTRO DE SALUD N. 12;1;1;-2.209537;-79.909033
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;GARCIA MORENO-LETAMENDI-AYACUCHO-OLMEDO-BOLIVAR-SUCRE-URDANETA-9 DE OCTUBRE-ROCAFUERTE-PEDRO CARBO-ROCA;GUAYAQUIL-ANTEPARA;CENTRO DE SALUD N. 14;1;1;-2.213888;-79.908239
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;GARCIA MORENO-LETAMENDI-AYACUCHO-OLMEDO-BOLIVAR-SUCRE-URDANETA-9 DE OCTUBRE-ROCAFUERTE-PEDRO CARBO-ROCA;GUAYAQUIL-CRISTO DEL CONSUELO;CENTRO DE SALUD N. 5;1;1;-2.218253;-79.903389
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;GARCIA MORENO-LETAMENDI-AYACUCHO-OLMEDO-BOLIVAR-SUCRE-URDANETA-9 DE OCTUBRE-ROCAFUERTE-PEDRO CARBO-ROCA;GUAYAQUIL-GARAY;CENTRO DE SALUD N. 9;1;1;-2.191378;-79.902554
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;GARCIA MORENO-LETAMENDI-AYACUCHO-OLMEDO-BOLIVAR-SUCRE-URDANETA-9 DE OCTUBRE-ROCAFUERTE-PEDRO CARBO-ROCA;GUAYAQUIL-VENEZUELA;CENTRO DE SALUD N. 2;1;1;-2.206213;-79.902696
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;GARCIA MORENO-LETAMENDI-AYACUCHO-OLMEDO-BOLIVAR-SUCRE-URDANETA-9 DE OCTUBRE-ROCAFUERTE-PEDRO CARBO-ROCA;GUAYAQUIL-VENEZUELA;CENTRO DE SALUD N. 10;1;1;-2.209618;-79.8964
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;PASCUALES - 1;GUAYAQUIL-BASTION POPULAR 1;BASTION POPULAR 1;1;1;-2.085177;-79.932813
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;PASCUALES - 1;GUAYAQUIL-BASTION POPULAR 1;BASTION POPULAR 3;1;1;-2.079384;-79.92691
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;PASCUALES - 1;GUAYAQUIL-BASTION POPULAR N2;BASTION POPULAR 2;1;1;-2.101048;-79.926328
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;PASCUALES - 1;GUAYAQUIL-BASTION POPULAR N2;MATERNO INFANTIL BASTION POPULAR 24 - HD;1;1;-2.093548;-79.923825
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;PASCUALES - 1;GUAYAQUIL-MUCHO LOTE;LAS ORQUIDEAS;1;1;-2.084569;-79.915946
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;PASCUALES - 1;GUAYAQUIL-ORQUIDEAS;LOS VERGELES;1;1;-2.094168;-79.90497
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;PASCUALES - 1;GUAYAQUIL-PASCUALES;PASCUALES;1;1;-2.068397;-79.931403
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;PASCUALES - 2;GUAYAQUIL-FLOR DE BASTION;FLOR DEL BASTION 1;1;1;-2.089686;-79.965097
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;PASCUALES - 2;GUAYAQUIL-FORTIN;EL FORTIN;1;1;-2.114064;-79.951459
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;PASCUALES - 2;GUAYAQUIL-PARAISO DE LA FLOR;FLOR DEL BASTION 2;1;1;-2.100286;-79.96242
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;PASCUALES - 2;GUAYAQUIL-PARAISO DE LA FLOR;FLOR DEL BASTION 3;1;1;-2.100213;-79.94869
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;PROGRESO-EL MORRO-POSORJA-GUAYAQUIL AREA DE EXPANSION;PROGRESO-GUAYAQUIL - AREA DE EXPANSION;CONSUELO;1;1;-2.283969;-80.188764
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;PUNA-ESTUARIO DEL RIO GUAYAS;PUNA;PUERTO SALINAS;1;1;-2.579216;-80.005043
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;TARQUI-2;GUAYAQUIL-BELLAVISTA;CENTRO DE SALUD N. 15;1;1;-2.185826;-79.904591
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;TARQUI-2;GUAYAQUIL-FLORIDA;GALLEGOS LARA;1;1;-2.133541;-79.941475
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;TARQUI-2;GUAYAQUIL-FLORIDA;MATERNO INFANTIL FRANCISCO JACOME - 24 HD;1;1;-2.128567;-79.943132
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;TARQUI-2;GUAYAQUIL-JUAN MONTALVO;JUAN MONTALVO;1;1;-2.117795;-79.918845
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;TARQUI-2;GUAYAQUIL-JUAN MONTALVO;LUCHADORES DEL NORTE;1;1;-2.117265;-79.924384
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;TARQUI-2;GUAYAQUIL-MAPASINGUE;9 DE ENERO;1;1;-2.152562;-79.938521
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;TARQUI-2;GUAYAQUIL-MAPASINGUE;12 DE OCTUBRE;1;1;-2.148538;-79.940053
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;TARQUI-2;GUAYAQUIL-MAPASINGUE;29 DE ABRIL;1;1;-2.145988;-79.941385
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;TARQUI-2;GUAYAQUIL-MAPASINGUE;CENTRO DE SALUD N. 7;1;1;-2.157815;-79.934507
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;TARQUI-2;GUAYAQUIL-MAPASINGUE;ESTRELLA DE BELEN;1;1;-2.157815;-79.934507
CENTRO DE SALUD;GUAYAS;GUAYAQUIL;GUAYAQUIL;TARQUI-2;GUAYAQUIL-MAPASINGUE;PROSPERINA;1;1;-2.141564;-79.940093
